t,o,h,l,c,v,n
1511020800,333.5,334.19,332.92,333.55,195489,60
1511024400,333.56,333.99,333.01,333.79,111585,60
1511028000,333.79,335.18,333,335.01,140275,60
1511031600,335.03,336,334.1,335.66,186771,60
1511035200,335.96,336.16,334.13,335.7,99205,60
1511038800,335.7,343.9,335.49,342.79,251278,60
1511042400,342.79,350.78,341.15,348.86,731837,60
1511046000,348.68,353,344.3,348.24,766260,60
1511049600,349.1,350,346.31,347.18,294628,60
1511053200,346.73,347.58,344.65,344.66,243935,60
1511056800,344.66,346.93,342.45,344.19,277906,60
1511060400,344.19,347.01,344.19,346.1,282579,60
1511064000,346.86,348,346.86,347.15,176673,60
1511067600,347.16,349.83,346.98,349.38,544099,60
1511071200,349.69,370.83,349.09,361.79,2237619,60
1511074800,362.05,376,360.5,362.32,1516063,60
1511078400,362.59,366,356.98,359.1,482489,60
1511082000,359.1,364.9,357.7,363.55,358125,60
1511085600,363.43,363.43,356.28,360.4,315880,60
1511089200,360.34,362.06,357.38,359.28,339281,60
1511092800,359.27,359.39,351.38,353.21,505809,60
1511096400,353.24,362.31,352.01,359.55,518386,60
1511100000,359.25,363.89,359.25,360.32,528362,60
1511103600,360.32,361.74,356.35,358.1,190539,60
1511107200,358.1,365,358,360.72,301419,60
1511110800,360.64,361.6,352.8,353.45,547103,60
1511114400,353.01,354.4,349.08,351.71,387090,60
1511118000,352.18,355.53,350.89,352.32,280251,60
1511121600,352.17,352.83,350,351.55,253736,60
1511125200,351.8,354.78,351.8,353.34,147292,60
1511128800,353.34,362.2,352.83,359.15,237344,60
1511132400,359.1,359.59,355,355.05,200235,60
1511136000,355.23,358.31,353.32,355.67,202932,60
1511139600,355.71,359.11,354.5,357.34,302979,60
1511143200,357.34,366.19,356.67,363.01,724537,60
1511146800,363.2,366.28,360.55,365.56,771992,60
1511150400,365.56,366,360.12,361.9,1067723,60
1511154000,361.24,362.99,356,358.4,534715,60
1511157600,358.4,359.1,355,357.84,433333,60
1511161200,357.19,358.5,355.58,356.65,283373,60
1511164800,356.66,358.2,356.48,357.08,237478,60
1511168400,357,359.98,356.9,359.55,192856,60
1511172000,359.8,362.99,356,358,396698,60
1511175600,358.01,359.65,358.01,359.36,264697,60
1511179200,359.48,359.7,356.3,357.98,366571,60
1511182800,357.97,359.68,355.84,358.42,618437,60
1511186400,358.98,363.13,358.17,363,288544,60
1511190000,362.62,363.99,361.12,363.09,295848,60
1511193600,363.09,365.5,363,365.2,180094,60
1511197200,365,365.67,363.59,363.79,154903,60
1511200800,363.79,364.98,363.58,364.53,102501,60
1511204400,364.91,365.8,364.02,365.34,123269,60
1511208000,365.25,367.9,365.02,366.87,145222,60
1511211600,367.14,370,366.56,369.88,214580,60
1511215200,369.91,372.6,369.32,370,230034,60
1511218800,370.19,372.46,364,364.71,334816,60
1511222400,365.38,369.31,364,368.5,293470,60
1511226000,368,370.34,368,370.34,51328,60
1511229600,370.34,374,369,370.02,659232,60
1511233200,370.02,370.65,353,354.5,1164897,60
1511236800,354.59,369,354.06,356.33,921860,60
1511240400,356.25,365.49,356,364.09,534328,60
1511244000,363.26,365.07,359,359.02,513476,60
1511247600,359.34,364,359,363.25,269905,60
1511251200,363.55,364.99,362.07,364.13,399747,60
1511254800,364.15,364.8,362.07,363.29,331399,60
1511258400,363.26,366,362.91,365.33,224472,60
1511262000,365.66,369.8,364.58,368.76,432974,60
1511265600,368.75,371,367.06,368,401091,60
1511269200,367.74,369.86,367.43,368.66,327943,60
1511272800,369.08,375,367.68,374.4,644001,60
1511276400,374.4,374.68,371.15,371.51,549887,60
1511280000,371.48,372.4,366.59,367.1,343803,60
1511283600,367.26,369.41,366.82,368.75,177251,60
1511287200,368.13,370.2,368.13,369.36,176577,60
1511290800,369.39,369.88,365.55,366.16,167749,60
1511294400,365.92,369.05,365.76,366.66,112298,60
1511298000,366.71,368.77,366.06,366.78,103349,60
1511301600,366.78,367.3,362,362.14,135899,60
1511305200,362.15,364.59,362.15,363.59,240815,60
1511308800,363.59,367.85,363.01,365.91,191208,60
1511312400,365.98,366.43,361.88,364.32,281982,60
1511316000,364.4,365.2,362,363.73,290037,60
1511319600,364,365.18,363.4,364.77,167834,60
1511323200,364.77,367.71,364,367.45,288046,60
1511326800,367.45,369.29,366.28,368,290961,60
1511330400,368,370,367.49,369.8,394577,60
1511334000,368.9,369.57,368.21,369.35,296829,60
1511337600,369.24,369.72,367.73,368.6,328792,60
1511341200,368.6,368.95,367.32,368.48,334850,60
1511344800,368.5,369.99,367.9,368.97,308946,60
1511348400,369.14,369.55,367.9,368.38,366768,60
1511352000,368.55,369,366.62,367.31,342854,60
1511355600,367.16,367.88,362,363.52,464936,60
1511359200,363.1,364.93,360,364.35,518147,60
1511362800,364.35,367.69,364.33,366.24,296478,60
1511366400,366.2,367.33,365.79,367.33,108829,60
1511370000,367.33,371.6,365.88,366.65,164685,60
1511373600,366.11,368.73,366.04,368.73,55669,60
1511377200,368.73,370.87,368.08,369.23,34901,60
1511380800,369.01,369.99,367.88,369.99,17131,60
1511384400,369.99,370.66,368.13,370.65,44889,60
1511388000,370.65,378,370.57,377.36,482154,60
1511391600,377.44,381.75,376.4,378.91,602298,60
1511395200,379.4,384,378.76,381.68,564656,60
1511398800,382,384.39,372.87,374.15,621316,60
1511402400,374.14,380.05,374.01,379.75,551450,60
1511406000,379.75,379.75,375.5,376.65,375111,60
1511409600,376.61,379.68,376.61,379.33,451431,60
1511413200,379.48,382.76,379.48,381.35,516216,60
1511416800,381.5,383.99,380.16,383.37,544665,60
1511420400,382.74,383.04,379.91,381.39,536013,60
1511424000,380.62,386,378,386,752404,60
1511427600,385.99,395.43,385,394.02,1509766,60
1511431200,394.02,403.07,391.34,395.94,1276859,60
1511434800,395.94,400.9,391.67,398.15,751637,60
1511438400,397.34,398.29,392.7,393.17,677406,60
1511442000,393.17,396.63,391.36,393.49,872319,60
1511445600,393.6,415.79,393.14,410.99,1836009,60
1511449200,410.99,416.79,406.03,413.69,997846,60
1511452800,413.66,414.03,409.35,411.16,655048,60
1511456400,411.22,424.5,411.16,423.5,737239,60
1511460000,423.99,423.99,420.58,420.97,338200,60
1511463600,421.09,422.7,416.5,420.05,285884,60
1511467200,420.18,420.99,415.96,418.72,250227,60
1511470800,418.72,418.72,415.04,415.9,232618,60
1511474400,416,424.3,416,423.45,291913,60
1511478000,423.88,424.3,409,410,595585,60
1511481600,410.52,413.51,405.1,406.14,954731,60
1511485200,406.48,409.8,398.02,407.08,1325774,60
1511488800,407.1,413.5,406.19,410,590678,60
1511492400,410.05,415,408.91,412.95,594291,60
1511496000,412.7,413.3,407.64,409.23,439904,60
1511499600,409.59,413,406,412.89,581754,60
1511503200,412.89,413,405,409.2,535226,60
1511506800,408.48,412,405.95,409.18,616597,60
1511510400,409.17,409.9,403.17,405.84,674441,60
1511514000,405.28,412.98,399.32,412.12,1021408,60
1511517600,412.08,421.6,410.98,418.49,1104237,60
1511521200,419.13,420,415,415.2,441189,60
1511524800,414.6,435.46,414.6,435.44,1189386,60
1511528400,434.91,460,434.55,442,3883744,60
1511532000,442.92,445.31,433.05,440.74,1452369,60
1511535600,440.01,458.63,439.07,453.04,1564259,60
1511539200,453.47,453.56,445.64,450,850111,60
1511542800,450,463.5,449,451.56,1100667,60
1511546400,451.78,457,447.53,448.74,497767,60
1511550000,448.74,457.32,446,456.98,344190,60
1511553600,455.58,459.99,447.01,459.99,186253,60
1511557200,459.99,460,451.73,454.1,86888,60
1511560800,454.1,458,453.07,457.87,135849,60
1511564400,457.87,478.48,456.59,470.39,1445928,60
1511568000,471.39,474.92,468.37,472.61,804012,60
1511571600,473,485,470.03,470.58,1069373,60
1511575200,470.63,471.44,454.16,465.88,1284628,60
1511578800,465.9,466,460.44,460.51,674831,60
1511582400,461.48,466,460.25,464.88,557223,60
1511586000,464.89,472.87,464.79,465.26,540745,60
1511589600,465.19,471.97,465,471.17,385100,60
1511593200,471.34,471.83,462,464.07,378505,60
1511596800,465.19,470,454.02,460.23,700168,60
1511600400,461.43,463.91,457.02,457.72,514106,60
1511604000,457.3,463.04,455,461.96,465748,60
1511607600,460.94,467,460.05,464.11,754612,60
1511611200,464.9,466.42,461,461,611272,60
1511614800,460.61,469.59,459.7,469.57,554252,60
1511618400,469,469.98,465.21,468.92,579845,60
1511622000,469.05,473.03,466.75,469.06,669937,60
1511625600,468.73,468.99,463.96,466,613667,60
1511629200,465.89,469.75,461.63,462.07,400437,60
1511632800,461.19,464.96,460.11,461.85,417755,60
1511636400,461.85,463.45,461.22,463.17,276935,60
1511640000,462.61,464.44,462,463.53,284093,60
1511643600,463.55,465.33,463.5,464.65,252321,60
1511647200,464.64,465.33,463,463.75,262229,60
1511650800,463.68,463.85,456,459.39,421536,60
1511654400,459.5,460,449,449,793435,60
1511658000,449.08,461.92,447.1,457,884943,60
1511661600,456.53,460,455,455.99,462577,60
1511665200,455.95,458.31,455.03,455.6,403181,60
1511668800,455.6,457.96,450.02,450.46,556618,60
1511672400,450.46,455,449.14,453.5,499138,60
1511676000,453.51,453.51,446,446,596997,60
1511679600,446.01,455.99,446,454.04,559500,60
1511683200,455.8,457,452.76,455.8,558112,60
1511686800,456.48,459.3,456.07,456.8,716083,60
1511690400,456.64,458.76,454.5,458.41,360250,60
1511694000,458.44,463.42,458.08,459.33,426676,60
1511697600,459.26,460,457.99,459.6,457327,60
1511701200,459.6,461.7,457.99,458.48,499209,60
1511704800,458.5,459.73,455.56,455.81,489835,60
1511708400,455.84,458.51,452.71,455.86,736947,60
1511712000,455.86,456.97,450.1,450.1,413964,60
1511715600,450.15,457.67,449.1,455.87,533624,60
1511719200,455.27,456.01,448,449.28,491014,60
1511722800,449.28,453.18,448,452,458343,60
1511726400,452,455.3,450,455,151707,60
1511730000,453.61,475,453.61,459.4,1080375,60
1511733600,458.6,465,458.07,461.6,297646,60
1511737200,461.33,467,460.82,465.57,433680,60
1511740800,465.61,472,465.02,465.78,578614,60
1511744400,465.28,471.99,463.2,469,501618,60
1511748000,469.16,469.65,462,465.31,501306,60
1511751600,465.32,469.49,462.32,468.79,581953,60
1511755200,468.91,482,468.35,480.18,881817,60
1511758800,480.18,482,475.6,478.99,683395,60
1511762400,478.97,487,478,485.8,970518,60
1511766000,485.8,487.33,481.29,484.15,709075,60
1511769600,485,486,481,484.6,685998,60
1511773200,484.63,484.99,455,462.79,1474429,60
1511776800,462.82,470,458.35,469.31,693818,60
1511780400,469.31,474,468.38,472.44,492885,60
1511784000,472.42,473.47,467.2,472.2,502481,60
1511787600,472.39,475,465.27,472.09,624805,60
1511791200,472.09,481.87,472.06,478.55,745883,60
1511794800,478.82,481,473.83,474.71,697391,60
1511798400,474.71,479.22,467,471.37,556983,60
1511802000,471.36,471.36,460,468.65,434741,60
1511805600,468.25,474.43,467.87,469.62,151058,60
1511809200,469.84,471.85,468.01,468.03,45033,60
1511812800,468.98,471,468.01,469.92,29766,60
1511816400,469.92,473.99,468.63,472.5,52161,60
1511820000,473,474.54,471.82,474.33,100021,60
1511823600,474.32,477.94,474.09,475.43,416390,60
1511827200,475.31,475.95,473.43,473.48,409547,60
1511830800,473.45,474.72,467.08,470,803140,60
1511834400,470.48,478,470,473.72,880892,60
1511838000,474.08,478.66,472.25,477.39,844891,60
1511841600,477.4,480.01,475,478.38,890968,60
1511845200,478.19,479.05,475.31,475.5,851006,60
1511848800,475.5,478.1,473.53,476.21,824171,60
1511852400,476.21,476.46,472.18,474.15,752308,60
1511856000,474.1,474.88,469.92,473.17,756515,60
1511859600,473.14,474,471.38,472.84,692158,60
1511863200,472.85,473.1,466.34,469.49,931422,60
1511866800,469.49,472,467,468.28,663881,60
1511870400,468.29,468.64,453.7,457.44,860487,60
1511874000,457.38,470,455.31,468.88,1212743,60
1511877600,468.85,479.2,468.29,469.6,1268891,60
1511881200,469.67,470.8,466.71,468.97,442468,60
1511884800,468.66,470.47,465,466.5,466450,60
1511888400,466.72,469,465.07,465.11,405163,60
1511892000,465.3,467.21,464.06,465.46,306920,60
1511895600,465.46,465.98,462.83,465.39,328062,60
1511899200,465.39,467.67,463.69,467.28,69117,60
1511902800,467.34,472.77,467.34,468.75,412717,60
1511906400,468.65,469.32,465,466,344438,60
1511910000,465.54,468,462.58,468,401178,60
1511913600,468,475,466.52,473.52,628382,60
1511917200,473.77,474.13,465.8,467.84,755120,60
1511920800,467.83,483.65,464.98,477.55,1563806,60
1511924400,476.44,479,470.76,474.19,718762,60
1511928000,473.72,477.88,473.14,475.47,758478,60
1511931600,475.4,479.01,461,463.87,1438605,60
1511935200,462.99,470,461.8,464.5,1038589,60
1511938800,464.79,469.6,463.9,467.95,675331,60
1511942400,467.68,471.05,467,470.09,523231,60
1511946000,470.09,474.99,469.06,471.43,563541,60
1511949600,471.43,474.56,471,474.42,502797,60
1511953200,474.56,479.49,470.03,478.27,592196,60
1511956800,479.47,504,475.06,503.66,2725440,60
1511960400,503.5,510,496.16,499.82,2026665,60
1511964000,499.99,503.33,493.05,500.94,1280742,60
1511967600,501.43,503.8,478.11,490.41,2191498,60
1511971200,490.07,496.19,486.41,489.99,894601,60
1511974800,489.32,492.23,479,480.43,504473,60
1511978400,481.8,489.35,478.01,478.7,289064,60
1511982000,479.39,481.58,418.58,426.74,2612223,60
1511985600,426.34,454.97,425,425,440003,60
1511989200,425,455.68,418.88,437.37,82294,60
1511992800,437.37,452.97,430.01,435.99,164617,60
1511996400,436.63,447,405.03,426.12,799536,60
1512000000,426.12,443.88,420.97,439.44,805235,60
1512003600,439.26,450,439,449.15,611786,60
1512007200,449.13,450.1,438,444,572688,60
1512010800,444,450.99,443,450.04,575665,60
1512014400,450.39,455,447.35,448.4,455368,60
1512018000,448.4,450,436,440.77,670784,60
1512021600,441.08,441.45,420,436.5,1402614,60
1512025200,437.09,458,435,443,1126205,60
1512028800,442.84,449.89,440,443.96,542797,60
1512032400,444.01,447,438.5,442.14,331470,60
1512036000,442.96,444.89,410.5,415,957531,60
1512039600,416.92,429.58,415,423.55,582848,60
1512043200,422.55,426.92,415.5,424.32,530663,60
1512046800,424.32,425.09,387.16,396.52,1692116,60
1512050400,395.52,410,388,409,979208,60
1512054000,409,410,391.8,397.07,474743,60
1512057600,397.92,407.83,397.06,404.59,360314,60
1512061200,405.16,412.32,398.83,412.32,216929,60
1512064800,412.32,418,407.69,417.35,172972,60
1512068400,417.66,431.19,416.63,430.5,527853,60
1512072000,430.5,432.12,416.74,418.08,207081,60
1512075600,418.07,429,418.07,428.22,226715,60
1512079200,427.29,435,427,430.89,253401,60
1512082800,429.9,437.47,425,428.07,459128,60
1512086400,428.07,432,420,423.5,349188,60
1512090000,424,427.91,418.32,421.99,350505,60
1512093600,422,427.8,419,427.67,288428,60
1512097200,427.75,428.5,423.1,426,349489,60
1512100800,425.95,435,424.41,432.18,769559,60
1512104400,432.23,432.55,419.65,420.3,529507,60
1512108000,420.3,427.63,417.37,417.37,384709,60
1512111600,417.72,424.54,416,420.33,400738,60
1512115200,420.26,427.66,420.02,427,414479,60
1512118800,427.24,433,424.2,432.9,616585,60
1512122400,433,435,427.05,428.39,339707,60
1512126000,428.39,434.6,428.39,431.55,373493,60
1512129600,431.54,445,431.41,438,1203245,60
1512133200,438,458,437.91,455,1437959,60
1512136800,455.13,457.21,442.22,444.99,1220881,60
1512140400,444.51,450,440,446.82,677689,60
1512144000,446.8,449.92,440.11,448.5,476436,60
1512147600,448.5,449.01,446.51,447.67,290134,60
1512151200,447.83,450,447.78,449.5,176800,60
1512154800,449.44,457.37,449.24,456.03,298148,60
1512158400,455.75,463.76,454.96,462.78,346117,60
1512162000,462.42,463.8,458.45,461.72,150629,60
1512165600,462,462.78,456,456.97,207342,60
1512169200,456.53,458,450,458,327714,60
1512172800,457.63,465.42,456.57,461.2,559239,60
1512176400,460.96,469,460.83,468.83,730589,60
1512180000,468.67,468.99,463,463.63,507743,60
1512183600,463.47,465,460.06,460.83,532950,60
1512187200,460.8,460.99,450.99,456.73,669943,60
1512190800,457.14,459.17,454.22,459.17,434700,60
1512194400,459.75,464.74,459.61,464.01,579100,60
1512198000,464,467.36,462.55,465.81,557506,60
1512201600,465.55,465.94,462.49,463,465899,60
1512205200,463.4,470,461.56,469.58,532991,60
1512208800,469.58,475,465.49,466.76,736128,60
1512212400,466.53,466.77,455.19,460.23,419523,60
1512216000,460.23,464.5,459.6,464.32,280741,60
1512219600,463.87,468,457.89,457.89,388770,60
1512223200,457.89,461.43,446.01,455.22,591103,60
1512226800,455.22,457.99,450.5,451.1,276880,60
1512230400,450.8,458,450.54,455.63,624204,60
1512234000,456.1,460.22,455,458.85,224841,60
1512237600,459.29,470.02,458.65,463.91,855405,60
1512241200,463.75,465,458.8,459.44,214171,60
1512244800,459.54,461.37,457.53,458.4,102694,60
1512248400,458.54,462.52,458.47,462.14,109382,60
1512252000,461.96,464.68,459.17,460.71,148433,60
1512255600,461.08,461.91,458.56,459.39,124395,60
1512259200,459.26,463.09,455.4,457.42,195555,60
1512262800,456.6,460.49,454.03,458.21,328764,60
1512266400,458.22,461.17,456.02,456.67,274101,60
1512270000,456.25,459.08,455.7,458.05,284392,60
1512273600,458.02,464.8,457.21,462.54,316248,60
1512277200,462.57,462.96,458,462.41,515718,60
1512280800,462.19,468.1,462.18,467.13,569444,60
1512284400,467,468.2,463.85,465.51,504562,60
1512288000,465.35,467,463.02,463.72,250971,60
1512291600,463.67,466,463.52,464.16,311965,60
1512295200,464.16,466.48,463.8,464.95,217455,60
1512298800,464.9,477.6,464.9,475.9,688260,60
1512302400,475.89,479.79,471.84,474.19,871522,60
1512306000,474.19,477.63,473.7,475.4,495395,60
1512309600,475.4,478.3,474.13,477.81,621394,60
1512313200,477.82,480,476.7,478.06,670617,60
1512316800,478.29,480,475.78,475.99,643141,60
1512320400,475.99,477.53,474.41,477.44,280129,60
1512324000,477.57,478.49,475.9,477.46,185402,60
1512327600,477.47,480,477.46,477.76,211432,60
1512331200,477.75,480,464.14,468,419650,60
1512334800,466.88,468.23,447.99,451.49,1047359,60
1512338400,451.49,462.81,439.99,458.22,454746,60
1512342000,458.05,463.99,455.56,461.47,333108,60
1512345600,463.94,466.98,461,461.43,363200,60
1512349200,461.45,466.11,461,464.91,467260,60
1512352800,465,466.09,459,459.03,521628,60
1512356400,460.51,463,459.31,463,626527,60
1512360000,463,466,462.21,465.8,587194,60
1512363600,465.7,467.37,462.36,467.3,578953,60
1512367200,466.37,467.99,466,466.47,567067,60
1512370800,466.49,470,466,469.14,624925,60
1512374400,469.13,470.47,466.5,468.36,390240,60
1512378000,468.77,470.58,466.5,467,474326,60
1512381600,468.43,468.43,457.36,461.7,782653,60
1512385200,461.57,468.79,453.5,454.8,640822,60
1512388800,454.79,460.13,452.07,454.27,650598,60
1512392400,454.05,459.89,446,458.52,783854,60
1512396000,458.51,462,456.81,461.98,409143,60
1512399600,461.98,464.99,457.02,459.28,258183,60
1512403200,459.28,460.2,456.31,457.68,493774,60
1512406800,457.79,460.45,457.46,459,361189,60
1512410400,459,459.51,452.5,454.79,731830,60
1512414000,454.77,455.28,452.46,453.61,362318,60
1512417600,453.61,462,453.38,458.07,347689,60
1512421200,456.26,462.95,456.26,461.36,264847,60
1512424800,461.17,462.99,459.68,462.51,310318,60
1512428400,462.49,467.71,461.65,467.49,507639,60
1512432000,466.51,468.28,464.51,465.1,704934,60
1512435600,465.16,466.07,462.57,463,539635,60
1512439200,462.95,467.38,462,464.2,621824,60
1512442800,464.2,467.69,463.03,464.97,665728,60
1512446400,465.95,466,462,463,580505,60
1512450000,462.58,467.88,462.58,464.63,609110,60
1512453600,464.61,466.3,463.09,464,741394,60
1512457200,463.89,466,463.66,465,655533,60
1512460800,465,468,463.91,467.65,863727,60
1512464400,467.51,467.88,461.82,462.5,907969,60
1512468000,462.5,464.92,458.56,462.28,617889,60
1512471600,462,464,460.86,462.1,550690,60
1512475200,462.27,463.39,454,455,1133376,60
1512478800,455,460.99,452.9,455.9,1070510,60
1512482400,456.29,459.9,455.83,457.74,1824264,60
1512486000,457.48,459.97,456.9,457.88,1719742,60
1512489600,457.8,458.98,450,450.87,1562526,60
1512493200,450.83,457,450.75,455,1550181,60
1512496800,455,460,453.8,457.8,1283882,60
